"";"X.dep_18";"X.dep_22";"X.dep_36";"X.dep_48";"X.dep_75"
"vétusté";0,3565;-0,4202;-0,3824;-0,1768;0,5645
"téléviseur";-0,1697;2,0675;-0,2988;-0,1381;-1,1306
"brésil";0,983;-0,2769;0,6866;-0,1526;-0,8113
"reconquérir";0,8262;-0,6821;0,2598;-0,1602;0,2594
"saturer";-1,0103;-0,772;-0,6795;-0,5493;1,9875
"autel";-0,3502;1,1071;0,4276;-0,0939;-0,7203
"assemblees";0,3128;-0,8878;0,2088;-0,1933;0,6957
"revivifier";-0,6385;-0,1954;-0,3705;-0,1712;0,8197
"perturber";1,3386;2,4899;0,5274;-0,1871;-3,4596
"dynamisme";-0,3943;1,3341;-1,3386;-0,6186;-0,2988
"pivot";-0,4531;2,4039;-0,2629;-0,1215;-1,0252
"périodiquement";-0,7771;0,9859;-0,3856;0,2439;-0,362
"allemand";-1,5127;-0,7533;0,313;-1,1589;1,8446
"documentées";0,3371;-0,5831;-0,1554;-0,0718;0,5545
"confiture";-0,2472;-0,1754;-0,1434;-0,0663;0,4918
"échouer";2,713;0,7021;-1,3266;-0,2292;-1,3363
"ingénierie";-2,8013;-1,7758;-1,6254;0,2891;4,6921
"franchir";-0,2972;1,1956;0,2905;0,4426;-1,0095
"dormir";0,411;-0,481;-0,3431;0,2924;0,3902
"foulée";-0,7827;0,2843;-0,1402;0,4165;0,3622
"fonctionnaire";0,8635;-0,7094;0,4329;-1,339;0,4589
"gigantesque";-0,3145;-1,4592;-0,2482;0,332;1,1781
"societal";-0,4119;1,9879;-0,239;-0,1105;-0,8316
"inquiéter";2,9757;-0,314;-0,2977;-0,4409;-1,0643
"léser";-2,2618;-0,4777;-1,1262;0,5057;1,8269
"fraudeuses";0,4229;1,9218;-0,1195;-0,0552;-1,6296
"pull";-0,6416;-0,3761;-1,4513;-0,24;1,2273
"asso";-0,349;2,1888;-0,3048;-0,3425;-1,0257
"rage";0,2128;0,5054;0,3734;-0,1105;-0,5193
"abuser";-0,4643;-0,7129;2,0942;-0,7433;0,3448
"monopole";-0,3336;-0,4504;-1,2751;-0,8854;1,2439
"compte_rendus";-0,4098;-0,2487;-0,178;-0,243;0,5607
"opérateur";-0,9132;-0,6611;-1,0352;0,355;1,4936
"formulation";-1,011;0,4856;2,396;-0,6297;-0,5723
"yoga";0,3726;-0,7496;-0,3705;-0,1712;0,8197
"eoliennes";1,2885;1,3226;2,5595;-0,1584;-3,8541
"vieil";-0,4325;-0,9419;-0,251;-0,116;1,857
"dépendre";-0,423;1,3425;0,4505;0,9698;-1,3233
"césure";-0,2472;-0,5382;-0,1434;-0,0663;1,0611
"caritatif";-0,2613;3,9202;2,0398;-0,2216;-4,3972
"scolarisé";0,3377;-0,4217;-0,2463;-0,2983;0,5005
"conjugal";-0,8568;0,5089;-1,231;-0,5689;0,901
"illégalité";-0,4948;-0,5781;-0,5976;-0,2762;1,4674
"ergonomiques";-0,309;0,7524;-0,1793;1,8229;-0,8995
"simplication";0,3625;-0,5382;-0,1434;-0,0663;0,4918
"réformettes";-0,206;-0,4485;0,6188;-0,0552;0,3713
"régle";1,9916;-0,3654;-0,2271;-0,1049;-0,5788
"tiroir";-0,2275;0,4695;-0,3585;-0,1657;0,2879
"intelligibilité";-0,2472;-0,5382;-0,1434;-0,0663;1,0611
"élaboré";-0,2821;-1,509;-0,3;-0,5413;1,7163
"causer";0,9328;-0,3792;1,2923;-1,2704;-0,6227
"sympa";-0,2156;0,2584;-0,3466;-0,1602;0,4435
"excessivement";-0,346;-1,1197;0,3983;-0,464;1,1218
"maman";-0,2356;0,8088;0,5181;-0,3922;-0,6479
"découpage";0,4578;6,3178;0,629;-1,0163;-4,8731
"épuiser";0,2988;0,7669;0,4521;0,9559;-1,154
"nord";-0,39;1,4889;1,014;-1,4603;-1,0324
"amplifier";0,428;-0,6199;-0,9474;1,0381;0,4555
"criminalité";-0,52;-2,4814;-0,1858;-0,4253;2,6012
"naturaliser";0,2263;0,245;0,3902;-0,1049;-0,324
"ennemi";-0,2843;1,7045;0,2721;-0,7788;-0,9332
"isolantes";0,2002;-0,9419;0,3576;-0,116;0,6408
"abaisser";0,4679;-0,4568;-0,3581;-0,4823;0,4537
"sang";-0,917;-0,5717;0,425;0,2858;0,7719
"small";3,2178;-0,2797;-0,1912;-0,0884;-1,2352
"accidentologie";0,2743;0,3234;0,4484;-0,0884;-0,4699
"pass";-1,7605;-1,928;-0,4855;-0,7015;4,1297
"intensément";-0,2678;-0,2003;-0,1554;-0,0718;0,5545
"strate";5,1356;2,8341;-0,8744;0,7502;-5,7058
"réindexer";0,3155;3,6145;-0,2606;0,2929;-2,7793
"19h";2,0665;0,5329;3,066;-0,1547;-3,8208
"19e";-0,3914;-0,8522;-0,2271;-0,1049;1,6801
"gerer";0,3275;0,3256;-0,4141;1,1426;-0,4952
"khmers";-0,206;-0,4485;-0,1195;-0,0552;0,8843
"modération";-1,7076;-0,4969;-0,4651;0,332;1,4043
"experience";0,2666;-0,5634;0,3047;1,3741;-0,3452
"cessation";0,305;-0,7519;0,6958;1,4481;-0,4503
"depart";-0,6797;-0,445;0,2242;0,465;0,6071
"compteur";4,7277;1,0389;5,4809;3,1592;-10,4398
"raccrocher";0,7333;0,6393;0,4276;-0,0939;-1,1171
"mort";1,595;-0,6087;1,0376;0,8058;-1,135
"automate";-0,5238;-0,9829;0,3829;-0,2872;1,1891
"more";-0,5767;-1,2558;-0,3346;-0,1547;2,476
"soin";0,3116;2,5243;0,3473;-0,4307;-1,7578
"tester";-1,9477;0,8031;-1,4175;-0,7284;1,0808
"kerosene";-0,2396;0,7376;0,2412;-0,1712;-0,4662
"pourvoir";0,5166;-1,2099;-1,8541;-0,3231;1,5086
"bancal";-0,2678;-0,5831;-0,1554;-0,0718;1,1495
"bonder";-0,9543;-1,8651;-0,7052;-0,6076;3,6042
"soir";0,3729;-0,7139;-0,3109;-1,1969;0,8559
"hugo";-0,309;1,2808;0,4708;-0,0829;-0,8995
"engageant";0,3371;0,4325;-0,1554;-0,0718;-0,3573
"consacré";0,4903;-1,3018;1,5755;-0,3425;0,2806
"désillusion";0,3625;-0,1754;-0,1434;-0,0663;0,2114
"représentativités";-0,206;0,1911;0,6188;-0,0552;-0,2406
"mentalement";0,3141;2,0695;0,4952;-0,0773;-2,1358
"comprimé";0,3412;0,3888;-0,3944;-0,1823;0,2271
"accouchement";0,3155;-1,1082;-0,6693;-0,3093;1,3944
"protestation";-0,9063;3,0799;-0,5259;-0,243;-1,0121
"échappement";-0,4316;-0,244;-0,5558;-0,5137;0,7804
"signe";-0,6917;3,5259;-0,2958;-0,4606;-1,6636
"installer";1,9333;0,4093;0,5546;1,3579;-1,9546
"papillon";-0,9264;0,2988;0,4492;0,2012;0,3859
"déviantes";-0,206;-0,4485;1,5424;-0,0552;-0,2406
"ofpra";-0,2156;-0,6821;-0,3466;0,5108;0,7172
"sauce";0,2263;0,245;0,3902;-0,1049;-0,324
"judaïsme";0,2002;-0,9419;-0,251;-0,116;1,0979
"gadget";-0,28;0,5567;-0,7867;-0,6573;0,4238
"pérennisation";1,2574;-0,3654;-0,2271;-0,1049;-0,324
"tracteur";4,3058;0,78;0,7091;-0,1657;-4,0559
"pénal";-1,2558;0,4789;-1,2481;-1,1375;1,2796
"high_tech";-0,7827;1,1322;-0,4542;-0,2099;0,2224
"associer";-1,7066;-0,8143;-2,1151;-2,3039;3,9693
"rejouer";-0,3502;0,6393;-0,2032;-0,0939;0,2109
"dégoûtant";-0,206;0,1911;-0,1195;-0,0552;0,3713
"ludique";-0,2905;-1,9406;-0,5914;-0,7843;2,4383
"fondation";-0,3329;-1,8203;-1,1037;-0,2301;2,2206
"comprendre";-0,6827;-5,4113;-2,9855;-2,1815;8,7098
"microparticules";1,0487;-0,4934;-0,1315;0,8842;-0,4811
"maîtrisable";-0,206;0,1911;-0,1195;-0,0552;0,3713
"vérification";0,7272;-0,8692;0,4844;0,4559;-0,2943
"paire";-0,3959;-0,2336;0,4864;-0,2375;0,3462
"forêt";0,9536;0,46;0,7678;0,5817;-1,3252
"altérité";0,2232;0,3809;0,4864;2,6727;-1,3796
"demi_mesures";-0,2678;1,4933;-0,1554;-0,0718;-0,6866
"preservation";-0,2266;-0,1516;-0,1315;-0,0608;0,4306
"végétarisme";-0,5767;-1,2558;0,2698;-0,1547;1,6113
"saint";-0,5883;9,8636;-0,602;-0,6745;-4,8435
"excédent";0,3469;-0,3955;-0,1711;-0,4087;0,4225
"démographique";-3,4433;-2,4498;-0,5257;0,4597;4,4656
"rassembler";-0,9874;0,9389;-1,4465;-0,7576;0,6609
"chapelle";-0,8706;-1,2923;-0,6517;-0,5745;2,7736
"interviewer";-0,2472;-0,1754;-0,1434;-0,0663;0,4918
"déplacement";4,2196;20,6797;2,5099;1,2652;-28,2393
"bailleur";-2,6724;-8,9101;-3,6889;-1,0738;15,5623
"blond";-0,2678;-0,2003;-0,1554;-0,0718;0,5545
"télécommunication";-0,5829;1,3532;-0,2606;2,2552;-1,3739
"self";-0,2678;0,4325;-0,1554;-0,0718;0,2512
"also";-0,2266;-0,4934;-0,1315;-0,0608;0,9727
"conscription";1,0487;0,5307;-0,1315;-0,0608;-0,8929
"echelle";-1,2412;0,3153;-1,1593;7,3178;-0,7697
"farfelu";-0,3154;-0,5486;-0,1342;-0,2044;0,7881
"réfection";0,6504;-1,1074;0,5288;0,6544;-0,2712
"virus";2,01;0,7114;-0,4781;-0,2209;-1,2839
"organique";-0,7563;-0,5941;-0,5256;-0,9666;1,6051
"barrer";0,2263;0,245;-0,2271;-0,1049;0,2792
"sénatorial";0,292;-0,3298;0,4315;-0,4419;0,3144
"propice";0,8923;-0,5937;-0,398;-0,4087;0,4225
"expatriations";-0,206;-0,4485;-0,1195;-0,0552;0,8843
"bulletin";0,7021;3,4667;0,3826;0,5086;-3,5123
"allié";0,4495;-0,9662;0,5868;0,7022;-0,262
"tchèque";-0,2472;-0,1754;-0,1434;-0,0663;0,4918
"occupation";-0,9373;-0,5952;-2,6174;0,2807;2,0011
"3h";-0,2038;-1,2558;0,2698;-0,1547;1,0511
"vigile";-0,2266;-0,4934;-0,1315;-0,0608;0,9727
"hypertrophie";-0,309;0,3557;-0,1793;-0,0829;0,3378
"lettre";2,0557;1,3618;-0,5872;-1,5545;-1,4736
"regulierement";-0,5973;-0,6821;0,2598;-0,1602;1,1133
"cresson";-0,3296;-0,2797;-0,1912;-0,0884;0,7508
"ingrat";-0,4943;-0,5188;0,8619;-0,1326;0,4807
"éthanol";1,9583;0,4252;1,6064;-0,2265;-2,3296
"retenue";0,5774;-0,6792;-1,2726;-0,4371;0,9094
"suremballages";-0,2111;1,0275;-0,2046;0,3402;-0,7945
"secte";-0,3738;0,6346;0,6748;-0,4805;-0,4774
"tanker";-0,6385;2,0666;0,2412;-0,1712;-0,9908
"prospectus";0,2997;-0,2808;-0,4303;-0,1988;0,4861
"numéro";0,5122;-0,4555;0,797;-0,4989;-0,3656
"aquatique";2,7894;0,5013;2,4552;3,942;-7,1576
"amortissement";1,0238;1,182;-1,0039;-0,464;-0,8864
"piégeage";-0,2266;-0,1516;-0,1315;-0,0608;0,4306
"activiste";0,2638;-1,7492;-0,4661;-0,2154;1,7711
"organisatrices";-0,3708;-0,8073;-0,2151;-0,0994;1,5917
"hauteur";-0,3984;-0,5009;0,6287;0,4574;0,3301
"90km";3,0894;-0,2451;-0,4063;0,4546;-1,4341
"reconductible";-0,3708;-0,8073;-0,2151;0,6891;0,8871
"irréalisable";-0,4943;0,6891;0,3157;-0,1326;-0,3364
"sénégal";-0,2266;-0,4934;-0,1315;-0,0608;0,9727
"retarder";-1,1266;0,8476;-0,8142;-0,2654;0,4821
"last";-0,3502;-0,3077;-0,2032;-0,0939;0,8185
"gueux";-0,2678;7,7478;0,5218;0,817;-7,783
"amélie";0,5394;-1,0316;-0,2749;-0,127;0,7529
"connection";-0,4119;0,2237;0,3734;0,6486;-0,2863
"15km";1,0487;0,5307;-0,1315;5,1057;-3,8922
"dernieres";-0,6179;0,4695;-0,3585;-0,1657;0,4826
"perméable";-0,3502;0,6393;-0,2032;-0,0939;0,2109
"rebours";-0,309;0,3557;-0,1793;-0,0829;0,3378
"pénalisant";-1,3199;0,7653;0,7898;0,2924;-0,4544
"adaptation";1,5404;-0,5454;0,3025;1,0098;-0,8357
"acter";0,6344;-0,2808;-0,4303;-0,1988;0,3046
"safer";0,2263;0,245;-0,2271;0,6682;-0,324
"bétonner";-0,3175;1,2216;0,6664;1,4104;-1,7698
"portail";-1,146;-0,6316;-1,6837;-0,5972;2,4332
"initiation";-0,3175;0,4462;-0,2825;0,2775;-0,2715
"photovoltaiques";0,8942;0,5679;0,2804;2,3274;-2,2344
"frite";-0,2275;-1,3455;-0,3585;-0,1657;1,7621
"désolation";-0,206;-0,4485;-0,1195;-0,0552;0,8843
"adaptable";0,2426;0,4252;0,5139;0,3911;-0,6747
"harcelement";-0,2768;-0,4703;-0,4063;-0,1878;0,9804
"presser";-0,2768;1,3552;-0,4063;1,1633;-1,0896
"règlementer";-0,1697;-1,1213;0,3033;-0,1381;0,8694
"révélateur";-0,4377;-0,8017;-0,1912;0,3537;0,9008
"budget";-0,7229;-5,7102;-2,4161;-2,6496;8,9175
"consumérisme";0,5673;0,7154;1,1608;0,2876;-1,6035
"captif";-0,3024;-0,9229;-0,4303;-0,1988;1,5679
"vol";-1,3362;-3,5199;-2,2699;-1,6297;7,2297
"compétitivité";-0,2989;-3,5364;0,2839;-0,4252;2,5443
"illusoire";-0,5389;-0,4722;-0,3202;-0,4599;0,9098
"créateur";-1,7829;0,4445;-0,4574;-0,2127;0,8033
"prolongement";-0,148;-0,4872;-0,2749;-0,127;0,7529
"cuisine";0,3195;2,7658;-1,6227;0,3186;-1,369
"nécessité";7,3537;5,1774;1,2271;1,1696;-13,3347
"témoin";-1,0922;1,4571;0,6031;0,6688;-0,9593
"nécessiteux";0,7201;-0,994;0,5746;1,2897;-0,4877
"mystère";0,4677;1,969;-0,3107;-0,1436;-1,4283
"specifique";-0,3296;-0,2797;-0,1912;0,7349;0,3841
"bouffer";-0,3296;-0,7176;-0,1912;0,7349;0,7508
"cheddar";-0,5973;-1,3007;-0,3466;-0,1602;2,5644
"conseiller";2,205;2,7107;7,0273;1,5393;-10,3097
"réunir";-0,5476;-0,929;0,5302;-1,9069;1,3065
"figurant";-0,5767;0,278;0,2698;-0,1547;0,4057
"abstention";-0,3889;-0,5683;1,4371;0,4093;-0,3717
"execution";-0,3502;-0,3077;0,4276;0,7112;0,2109
"tarification";-0,5209;-1,1597;0,9379;-0,3632;0,8578
"immigrer";0,4444;0,5305;0,4484;0,9396;-1,1667
"immigres";-0,3815;-0,651;-0,3276;0,2499;0,8834
"retrouver";0,4335;1,4366;1,8944;-1,2685;-1,7388
"rancoeur";-0,2022;-0,2966;2,7818;-0,2596;-0,8445
"comprehensible";-0,3502;-0,3077;-0,2032;-0,0939;0,8185
"perdurer";-0,5801;0,5522;-1,0884;0,3186;0,459
"critere";0,391;0,5307;-0,1315;-0,0608;-0,4811
"conséquence";-0,9378;-1,3662;0,3302;-1,348;2,145
"couple";-0,4637;2,2035;0,4834;-0,6285;-1,3033
"vulnérabilité";0,514;0,6891;-0,2868;-0,1326;-0,5646
"emergence";0,3625;-0,1754;-0,1434;-0,0663;0,2114
"explicitée";-0,206;-0,4485;-0,1195;-0,0552;0,8843
"marquer";0,6597;1,4194;-0,3542;0,4911;-1,5189
"vecteur";-0,3426;0,2801;0,4877;0,4312;-0,3681
"technologie";-0,973;-1,411;-0,9061;-1,1306;2,962
"heurter";-0,8324;-0,5694;-0,879;-0,2891;1,5935
"composer";-0,5184;-1,6728;0,5985;-1,6821;1,8034
"numerus_clausus";1,0664;2,2465;0,4145;-0,4529;-2,5739
"poids_lourds";0,8262;-0,6821;3,9551;-0,1602;-1,5281
"survivance";-0,2472;-0,1754;-0,1434;-0,0663;0,4918
"tchador";0,9826;-0,1754;0,5509;-0,0663;-0,7818
"unedic";-0,3502;-0,3077;1,1161;-0,0939;0,2109
"biomarkers";-0,2472;-0,5382;18,7961;-0,0663;-8,816
"article";-1,1265;0,4032;4,4945;-0,531;-0,85
"salissure";-0,2266;-0,4934;-0,1315;-0,0608;0,9727
"renégocier";-1,2153;-0,3248;0,6664;0,2775;0,477
"into";-0,3502;-0,7625;-0,2032;-0,0939;1,5033
"climatologues";-0,206;0,1911;-0,1195;-0,0552;0,3713
"terroriste";0,2674;1,3931;-0,6432;-1,3091;-0,5054
"decisions";3,7329;-0,9047;-1,1844;6,7553;-2,4513
"span";-0,7003;34,281;-0,4063;-0,1878;-24,9788
"redoubler";-0,2396;-0,3958;-0,3705;-0,1712;0,8197
"bios";-0,8983;-0,558;-1,2669;0,8207;1,2191
"prosélytisme";0,3982;-0,3227;-0,7747;-0,6052;0,5887
"lécole";0,7749;-0,7176;-0,1912;-0,0884;0,3841
"deductions";0,3371;-0,5831;-0,1554;-0,0718;0,5545
"fragmenter";-0,5149;-0,5507;0,8332;-0,1381;0,5256
"corée";-1,0711;-1,5089;0,3829;-0,2872;2,0733
"politque";-0,2266;-0,4934;0,583;-0,0608;0,4306
"agefiph";-0,309;0,3557;-0,1793;-0,0829;0,3378
"char";-0,309;-0,2525;-0,1793;-0,0829;0,6842
"chat";0,694;-0,5682;-0,577;0,9889;-0,2873
"expérimental";0,2232;-0,7146;-0,5139;0,3755;0,7669
"rhume";-0,2896;-0,8878;0,2088;-0,1933;1,0357
"uranium";-0,2515;1,9664;-0,39;0,2184;-1,1679
"interactivité";-0,4325;-0,9419;-0,251;-0,116;1,857
"4ème";-0,5035;0,5475;-1,7688;-0,8175;0,8072
"revision";-0,4325;-0,1807;-0,251;0,6301;0,355
"marchandisation";-0,1697;-0,2597;-0,2988;-0,1381;0,5256
"ircantec";1,5245;1,2342;0,393;0,3213;-2,492
"suppression";-0,9293;5,0494;0,5407;-1,6748;-2,0349
"detriment";0,5953;-0,1807;-0,251;0,6301;-0,4659
"lang";-0,2884;-0,226;-0,1673;-0,0773;0,6187
"maturité";-0,3016;-1,8798;-0,9442;0,198;2,2447
"caillou";0,2932;0,7524;-0,1793;-0,0829;-0,5325
"effarer";-0,4119;0,5054;0,3734;-0,1105;-0,2863
"empiler";-0,2821;-1,1389;0,559;0,4537;0,5884
"supplementaires";-0,1587;-1,0764;0,8619;4,9504;-1,2246
"punitif";-0,7248;-0,5564;0,6522;0,315;0,5481
"régionaliser";-0,4943;2,1723;-0,2868;-0,1326;-0,8606
"totem";0,2263;0,546;0,3902;-0,1049;-0,5788
"cobalt";0,9826;1,6186;-0,1434;-0,0663;-1,8852
"biocoop";-0,2266;1,0676;0,583;-0,0608;-0,8929
"resources";-0,4948;0,9482;-0,5976;-0,2762;0,2541
"millier";1,453;0,4908;0,6405;0,706;-1,6572
"traumatiser";0,5953;2,5322;-0,251;-0,116;-2,0759
"académicien";-0,2884;-0,6279;-0,1673;-0,0773;1,238
"générosité";-0,3097;-2,0244;-0,3531;-0,8009;2,2558
"video";-0,3384;0,4078;-0,729;-0,3369;0,5355
"victor";-0,309;0,3557;0,4708;-0,0829;-0,2672
"décrypter";-0,309;-0,6728;-0,1793;0,7602;0,6842
"raisonnablement";1,0438;-0,6307;0,8108;0,2992;-0,6071
"libérer";0,4686;-2,6893;0,8673;0,3216;0,9909
"collégien";0,3829;-0,7004;-1,0876;0,4954;0,7205
"reporting";-1,0573;-2,1278;-1,0278;-0,1526;3,7654
"admd";-0,3296;0,3234;-0,1912;-0,0884;0,3841
"mensualisation";2,2718;-0,2797;0,4484;-0,0884;-1,2352
"grèce";-0,482;-0,4347;0,3021;-0,1883;0,5884
"inondation";1,4406;0,5386;2,8572;0,3583;-2,7883
"rive";0,241;0,2684;-0,2151;-0,0994;0,2441
"eleves";0,3371;-0,4114;-0,176;0,611;-0,2799
"déplaisant";-0,2472;-0,5382;-0,1434;-0,0663;1,0611
"mondialisé";0,3565;0,6977;0,2325;0,4758;-0,9209
"pfu";-0,5561;-1,211;0,2804;-0,1491;1,5364
"baby";0,3141;-0,6279;-0,1673;-0,0773;0,6187
"placard";-0,6441;0,5011;-0,1993;0,7634;-0,3722
"sensibilisant";-0,5149;0,3467;0,8332;-0,1381;-0,3016
"reparer";-0,3502;-0,3077;-0,2032;-0,0939;0,8185
"process";-1,0771;-2,5145;0,2785;-0,9777;3,4131
"ascension";-0,4804;-0,3305;-0,5856;-0,2707;1,0418
"honneur";0,3792;-0,4412;0,2798;0,5064;-0,2887
"procurer";-1,146;-0,3962;-1,6837;-0,3003;1,7346
"implémentation";-0,3914;0,245;-0,2271;-0,1049;0,5336
"rémunération";0,3034;-0,5479;-1,4845;-0,3289;0,9847
"souverain";1,1505;-0,8857;-0,2487;-0,2579;0,3218
"éclairage";0,4845;0,8393;1,8637;1,1407;-2,3449
"intelligent";-1,2677;-2,2676;-0,2547;0,3233;2,604
"plastique";-1,526;-2,0188;-4,4364;-0,8065;6,0836
"méfiance";-0,2254;0,6701;-0,8977;-0,296;0,2657
"nocivité";-0,1809;0,322;-0,3107;0,5504;-0,2703
"psychologique";-0,5801;0,3146;-0,5335;-0,9722;0,805
"motard";-0,9063;-1,9734;-0,178;-0,243;2,8519
"demandeur";0,4058;0,7874;1,8534;-0,6431;-1,3128
"opinion";-1,7789;-2,1149;-2,1028;-1,1401;5,5651
"traversée";-0,287;0,3238;0,7111;0,8018;-0,6555
"abondamment";-0,3914;-0,3654;-0,2271;-0,1049;0,9566
"spectacle";-1,6675;-1,3864;-0,4099;-1,548;3,2847
"commercants";1,9916;0,245;-0,2271;-0,1049;-0,9168
"remplir";-0,6844;1,4724;1,1802;0,3959;-1,3538
"perplexe";0,6593;0,9623;-0,2271;-0,1049;-0,9168
"lisible";-1,9481;-1,8648;-0,723;-0,4092;3,6924
"maslow";0,2743;-0,2797;0,4484;-0,0884;-0,2313
"panachage";-0,4325;0,4681;-0,251;-0,116;0,355
"prospection";-0,4531;0,4339;-0,2629;-0,1215;0,3954
"désamiantage";-0,206;5,0954;-0,1195;-0,0552;-3,2917
"précipitation";-0,3815;-0,2653;1,498;4,7243;-1,9526
"otage";-0,5079;-0,2778;-0,4141;1,1426;0,3435
"densification";-1,1123;-0,6757;-0,6454;-0,2983;2,2047
"surgelé";-0,3296;-0,2797;0,4484;-0,0884;0,3841
"collomb";-0,2884;-0,226;-0,1673;-0,0773;0,6187
"omnipotent";-0,3296;-0,7176;0,4484;0,7349;0,3841
"burka";0,2529;1,0358;0,5285;-0,2209;-0,9818
"débuter";-0,293;0,8535;0,4492;0,2012;-0,7479
"problematiques";-0,2678;0,4325;0,5218;-0,0718;-0,3573
"luxueux";-0,3279;0,2648;1,6301;-0,3314;-0,5149
"systematiquement";0,5112;-0,3988;-0,502;0,3832;0,3193
"pérenne";-1,6828;-0,3244;0,6036;-0,289;0,7444
"could";-0,7415;-1,6146;-0,4303;-0,1988;3,1834
"ratification";-0,2275;0,2402;-0,3585;-0,1657;0,4826
"prétendument";-0,7415;-1,6146;0,5923;-0,1988;1,5679
"chasseur";1,0414;5,5609;0,5024;3,5245;-8,5586
"letat";-0,4943;-0,5188;-0,2868;-0,1326;1,3147
"opérer";-0,412;-1,9374;-0,7376;2,8166;1,0052
"approuvé";-0,3296;-0,2797;0,4484;-0,0884;0,3841
"festival";-0,4237;-1,2477;-0,5378;-0,2486;2,1893
"refaire";3,9211;2,6711;2,0305;3,5501;-10,0879
"incitées";-0,8033;-0,3379;-0,4661;-0,2154;1,2644
"contributives";-0,4098;-0,7434;-0,5259;1,7403;0,5607
"traçables";-0,2884;-0,6279;-0,1673;0,7875;0,6187
"representent";-0,4943;0,6891;0,3157;1,4357;-0,8606
"roulette";1,9107;-0,3951;0,9938;-0,1105;-1,2233
"tournure";0,7749;-0,2797;0,4484;-0,0884;-0,4699
"suppléant";0,3493;-0,6508;-0,2392;0,3095;0,4704
"intenable";-0,1978;-0,6735;0,2693;0,6922;0,3665
"surpeuplement";-0,206;-0,4485;-0,1195;-0,0552;0,8843
"étouffant";0,3128;-0,2627;0,2088;-0,1933;0,2776
"avertissement";-0,482;-0,2986;-0,599;0,4537;0,5884
"insu";0,241;-0,8073;0,4082;0,6891;0,2441
"redorer";-0,8857;-0,2336;-0,5139;0,3755;0,7669
"placement";-1,0362;0,7202;1,1283;-1,1227;-0,3568
"bref";-0,2934;-0,8417;-0,9421;-1,6121;1,6413
"instit";0,2569;1,1071;1,9904;0,7112;-2,8509
"émeute";0,2002;-0,9419;-0,251;0,6301;0,6408
"humoristique";-0,4531;-0,1994;-0,2629;-0,1215;0,6962
"terminal";-0,5121;-0,4067;-0,3746;-0,823;0,9931
"jai";0,2743;-0,7176;-0,1912;0,7349;0,3841
"jaf";-0,2768;-0,4703;-0,4063;-0,1878;0,9804
"saboter";0,3141;0,8183;0,4952;-0,0773;-1,0074
"montrer";-0,6576;0,7303;0,8279;1,6017;-1,0107
"prohibition";0,5953;-0,9419;0,9579;-0,116;-0,253
"décéder";-1,0685;0,5733;0,3993;-0,6518;0,4052
"rationnement";-0,309;-0,2525;0,4708;-0,0829;0,3378
"taxer";2,1384;0,8315;0,7972;3,1656;-3,7006
"mûr";-0,3502;-0,7625;-0,2032;-0,0939;1,5033
"priser";0,3896;2,1579;0,2503;1,2596;-2,8429
"dégénérer";-0,4119;-0,3951;-0,239;-0,1105;1,0269
"démocratiser";-0,2121;-0,4465;-0,2432;-0,4861;0,6346
"natura";-0,1375;0,4339;0,3428;1,5058;-1,0252
"théâtral";-0,206;-0,4485;-0,1195;-0,0552;0,8843
"gaspiller";0,442;2,4875;1,2666;0,5331;-3,2603
"soumettre";-0,2992;-0,3534;-1,9343;-0,5953;1,0252
"vanter";-0,3738;0,8438;-0,2377;-0,4805;-0,3598
"tenter";0,3139;0,9873;-0,9259;-0,8479;-0,3563
"abbé";-0,2396;-0,1954;0,2412;-0,1712;0,3179
"remplaçant";-0,2385;-0,7537;0,2869;-0,9666;0,8853
"indice";0,4054;1,2913;0,3888;0,4977;-1,4377
"descente";-0,1923;-0,6157;-0,3227;-0,1491;0,9896
"meunier";0,5953;-0,9419;8,7575;-0,116;-3,3312
"gibier";-0,1587;0,3735;-0,2868;-0,1326;0,2683
"éradication";0,6581;-0,2627;-0,4183;2,0101;-0,7386
"coherence";0,3625;-0,5382;0,5509;-0,0663;0,2114
"dévaster";-0,3708;-0,3363;-0,2151;-0,0994;0,8871
"intérets";0,2529;-0,3578;-0,4781;0,3993;0,4242
"delinquance";0,2263;-0,3654;-0,2271;0,6682;0,2792
"éperdument";1,1227;0,5907;0,6188;-0,0552;-1,6296
"semestre";1,1112;-0,5786;-0,5817;-0,5303;0,4119
"cvs";-0,2472;0,9743;-0,1434;-0,0663;-0,4142
"escient";0,711;0,3789;-0,3238;-0,5634;-0,3789
"honorifique";-0,9269;0,3412;-0,5378;0,3607;0,5972
"reculé";-0,3285;-0,3184;1,0777;5,0998;-1,8196
"acharné";-0,5973;-0,6821;0,2598;0,5108;0,7172
"délire";-0,3418;-0,3379;-0,1463;0,4078;0,3927
"lobbyistes";-2,9408;3,2732;-0,6333;-0,5218;-0,5595
"off";-0,7827;0,5013;-0,4542;-0,2099;0,5614
"chartres";1,1227;0,5907;-0,1195;2,1727;-2,3824
"automne";0,862;1,9543;-0,2825;0,2775;-2,1062
"audio";-0,6797;-0,2281;1,2244;-0,1823;0,2271
"requalifier";-0,206;-0,4485;-0,1195;-0,0552;0,8843
"sanguin";-0,2266;1,0676;-0,1315;-0,0608;-0,4811
"décroissance";-0,5254;0,6484;-0,2996;2,3608;-0,8318
"decider";-0,4119;0,8987;-0,239;-0,1105;-0,2863
